date,latitude,longitude,xco2_bias_corrected
2024-01-15,29.013777,76.73056,422.93796
2024-01-15,28.757532,77.56397,421.78366
2024-01-15,24.259186,82.79221,419.07297
2024-01-15,24.096422,82.62198,418.85245
2024-01-15,23.97625,82.831314,424.94342
2024-01-15,22.331081,82.68337,419.12473
2024-01-15,22.014051,83.35359,418.79834
2024-01-15,21.722012,82.3281,423.6808
2024-01-15,21.81383,81.523056,420.08594
2024-01-15,20.014858,79.30493,424.40378
2024-01-15,19.70083,79.36641,420.67697
2024-01-15,19.388245,79.42825,420.72202
2024-01-15,15.307171,76.63538,423.23663
2024-01-15,14.589961,77.804634,420.34174
2024-01-15,13.896295,78.9483,419.7986
2024-01-15,13.08748,79.28055,420.0061
2024-01-15,13.055413,78.41958,419.68512
2024-01-15,12.974334,77.59637,419.57358
2024-01-15,12.315386,78.48255,420.5467
2024-01-15,11.628243,78.65703,421.56277
2024-01-26,23.05353,88.57907,419.01648
2024-01-26,22.965775,88.52948,420.11533
2024-01-26,22.87428,88.47885,421.6317
2024-01-12,28.753847,77.08045,418.37817
2024-01-12,28.751926,77.29305,422.10065
2024-01-12,28.754608,77.39544,422.25052
2024-01-12,28.661228,77.395645,423.7317
2024-01-12,28.659939,77.08534,421.28934
2024-01-12,28.56849,77.085594,422.9557
2024-01-12,28.5675,77.18656,421.32196
2024-01-12,28.568193,77.39783,421.94504
2024-01-12,28.47678,77.39801,419.8675
2024-01-12,28.476694,77.29665,421.08813
2024-01-12,28.476604,77.18671,421.46518
2024-01-12,28.47641,77.08533,419.5263
2024-01-12,26.896038,79.112625,421.17807
2024-01-12,25.556047,80.84025,418.63934
2024-01-12,24.124922,82.67524,423.31296
2024-01-12,24.072918,82.58961,420.4405
2024-01-12,24.073902,82.4929,421.32864
2024-01-12,23.985342,82.502914,421.8097
2024-01-12,23.986849,82.60216,423.58353
2024-01-12,23.95568,82.79098,423.85754
2024-01-12,23.954739,82.69311,424.7951
2024-01-12,23.907478,82.5515,421.56323
2024-01-12,23.875198,82.643814,421.8854
2024-01-12,23.874422,82.741974,421.79306
2024-01-12,21.07133,79.0152,420.38953
2024-01-12,21.071978,79.01376,419.80472
2024-01-12,21.073565,79.012344,421.1537
2024-01-12,21.447603,76.482994,420.9626
2024-01-12,21.451826,76.48236,422.023
2024-01-12,21.457111,76.48154,420.2414
2024-01-12,18.872232,75.95338,420.65817
2024-01-12,18.873222,75.951614,420.90607
2024-01-12,18.877485,75.95069,421.18326
2024-01-12,15.992672,77.87458,418.73096
2024-01-12,15.989873,77.87203,419.2678
2024-01-12,15.991648,77.87082,418.48947
2024-01-12,16.362637,75.41772,419.3688
2024-01-12,16.366383,75.41693,419.13657
2024-01-12,16.370075,75.41589,419.4146
2024-01-12,13.824182,74.90203,422.23578
2024-01-12,13.825843,74.90065,421.95468
2024-01-12,13.827946,74.89937,423.2324
2024-01-12,13.465921,77.32211,419.09412
2024-01-12,13.465015,77.32079,419.66537
2024-01-12,13.467016,77.31955,418.61746
2024-01-23,24.775797,87.841064,420.74814
2024-01-23,23.05531,88.576836,419.90237
2024-01-23,22.965597,88.52748,422.15735
2024-01-23,22.875757,88.47808,422.19608
